d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)
f,J:\Program Files\DXSDK\Samples\Media\Wavs\heli.wav,HIOAABAACBAAAAAALFHJMNLNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\Media\Wavs\HipHoppy_1.wav,KMOMCOAACBAAAAAAAPIKBOLODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\Media\Wavs\MusicMono.wav,HOLLALAACBAAAAAACFOLDPLODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\Media\Wavs\MusicSurround.wav,AAIAEGAACBAAAAAACDFPHELODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\Media\Wavs\Techno_1.wav,GGEJCJAACBAAAAAADJMAJFLODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\core.css,DJACAAAACBAAAAAADJMAJFLODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\detail.htm,DOENAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\help.htm,NBAEAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\install.xslt,GIAEAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\results.css,ONAGAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\results.htm,JKBAAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\SampleBrowser.exe,EIODACAAIAAAAAAAEMIPIACKHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Samples\SampleBrowser\sampleinfo.xml,MEMJACAAIAAAAAAACKEPGJEKHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\samples.xslt,PFDNAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_bg.gif,OCBCAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_bg.jpg,AABCABAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_clear.gif,PEABAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_search.gif,ACACAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_show.gif,FAACAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_sortby.gif,CIACAAAACBAAAAAABMPFCLLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_top_bg.gif,FDACAAAACBAAAAAAHIJBEILPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\core_top_right_bg.gif,NNFLAAAACBAAAAAAIPLIEPLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\diff_advanced.gif,JHAHAAAACBAAAAAAEJHNFELPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\diff_beginner.gif,HOAHAAAACBAAAAAAEJHNFELPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\diff_intermediate.gif,NIAHAAAACBAAAAAAEJHNFELPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\lang_cpp.gif,OJAEAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\lang_managed.gif,AEAGAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_beta.gif,DHAEAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_dxarea_help.gif,OFBKAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_external.gif,IOABAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_filter_help.gif,DJBOAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_frame.gif,LEAJAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_highlight.gif,GJACAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_legend_help.gif,MHFIAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_new.gif,GOAEAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_noframe.gif,KFAJAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_not_installed.gif,MAABAAAACBAAAAAAADECFJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_preview.gif,JIABAAAACBAAAAAAEILHGOLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_search_help.gif,GOCGAAAACBAAAAAAEILHGOLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\results_updated.gif,NPAEAAAACBAAAAAAEILHGOLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\spacer.gif,CNAAAAAACBAAAAAAEILHGOLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_all_areas.gif,BGCDAAAACBAAAAAAACHMHDLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_direct3d.gif,GICIAAAACBAAAAAAACHMHDLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_directinput.gif,GHCJAAAACBAAAAAAACHMHDLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_directmusic.gif,DNCJAAAACBAAAAAAACHMHDLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_directplay.gif,CFCKAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_directshow.gif,BGCKAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_directsound.gif,ABCJAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_miscellaneous.gif,MICIAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\title_new.gif,NMCKAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_article.gif,DFABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_demo.gif,FBABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_sample.gif,HNABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_tutorial.gif,HLABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_utility.gif,HCABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\img\type_utilitysample.gif,NHABAAAACBAAAAAABJKDHKLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\3dsmax.gif,HFBMAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\article.jpg,FLAJAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\BDASample.jpg,BNANAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\CLRProfiler.gif,FBAPAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\ConsoleApp.jpg,FIDMAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\D3DSpy.jpg,PCDCAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\DMOTest.jpg,IADEAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\DP8Simui.jpg,KLDPAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\DXCapsViewer.jpg,NKDHAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\DXViewer.gif,JPAOAAAACBAAAAAAHGAFHNLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\ForceEditor.jpg,EEDLAAAACBAAAAAAHFDPJHLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\GDFMaker.jpg,KIAMAAAACBAAAAAAHFDPJHLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\GraphEdit.jpg,FIALAAAACBAAAAAAHFDPJHLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\maya.gif,ONBHAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\photoshop.gif,LLBFAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\pix.gif,DPBAAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\ProfileEnum.jpg,ADAMAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\rthdribl.jpg,ENALAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\SampleBrowser\Thumbnails\xact.jpg,PODBAAAACBAAAAAANCKBJJLPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\dx_setenv.cmd,EEAGAAAAIAAAAAAAFGCNNHNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\Detoured.dll,EIKNAAAAIAAAAAAAFAMBJMBIHPKGMJABAAAAACAADEAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\Draw_Submission.PIXCounterset,EFBDAAAAIAAAAAAAFIBKFFBIEFIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\DXCapsViewer.exe,EIOLABAAIAAAAAAABPMDNMCFHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\dxcpl.exe,FIBNADAAIAAAAAAAOFDIJBCKHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\DXErr.exe,EIADAEAAIAAAAAAABABBEACMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\DxTex.exe,EIDFACAAIAAAAAAAEDMBLHCGHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\DXViewer.exe,EINLDFAAIAAAAAAAOLCNLNDNHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\fxc.exe,FIKDACAAIAAAAAAANGGJNACJHPKGMJABBKAAAJAABMALLIAD
f,J:\Program Files\DXSDK\Utilities\bin\x64\GDFTrace.exe,FINDACAAIAAAAAAAHPPNLKCJHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\GamesExplorerBaseTypes.v1.0.0.0.xsd,DMALAAAAIAAAAAAADLOKAENHEEIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\GDFSchema.v1.0.0.0.xsd,DLCAAAAAIAAAAAAADLOKAENHEEIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\Initial_Run.PIXCounterset,EABFAAAAIAAAAAAAFIBKFFBIEFIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\IO_Pass.PIXCounterset,POAFAAAAIAAAAAAAFIBKFFBIEFIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\MeshConvert.exe,EIDFABAAIAAAAAAAHGHBCPCBHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\PIXAdmin.exe,EIDJABAAIAAAAAAACCLFMGCAHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\PIXHelper.dll,FIGLBPAAIAAAAAAAELFAJHDLHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\PIXWin.exe,EIIFCNAAIAAAAAAAMLKGAKDNHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\Resource_Usage.PIXCounterset,APBGAAAAIAAAAAAAFIBKFFBIEFIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x64\texconv.exe,EIMJAAAAIAAAAAAAONPDDFBMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x64\texconv10.exe,EIMFAAAAIAAAAAAAEMFFDIBMHPKGMJABBKAAAJAAAAAADGAG
x,J:\Program Files\DXSDK\Utilities\bin\x64\TxView.dll,EIODAAAAIAAAAAAALNJEAJBPHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\AdpcmEncode.exe,FIGPADAAIAAAAAAAHHGHCPCMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\AudConsole3.exe,EIHFAAAAIAAAAAAAPBFPJKBIHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\Detoured.dll,EILJAAAAIAAAAAAAIINDHIBKHPKGMJABAAAAACAADEAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\Draw_Submission.PIXCounterset,EFBDAAAAIAAAAAAAPCEJGFMPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\DXCapsViewer.exe,FIKHABAAIAAAAAAAOICKHLCFHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\dxcpl.exe,EICJADAAIAAAAAAAKDPLJFCKHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\DXErr.exe,FIDLAEAAIAAAAAAAGHHNFFCMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\DxTex.exe,EINFABAAIAAAAAAABKHOJMCFHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\DXViewer.exe,EINPDDAAIAAAAAAACLDEFJDNHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\fxc.exe,FIJJACAAIAAAAAAADMEGEFCIHPKGMJABBKAAAJAABMALLIAD
f,J:\Program Files\DXSDK\Utilities\bin\x86\GDFMaker.exe,FIAHAGAAIAAAAAAAAEKMCNCBHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\GDFMAKERPreview.dll,EIBNAAAAIAAAAAAAFAMBJMBIHPKGMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\GDFTrace.exe,EILLACAAIAAAAAAAJMCBMCCJHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\GamesExplorerBaseTypes.v1.0.0.0.xsd,DMALAAAAIAAAAAAAMKCNLMJADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\GDFSchema.v1.0.0.0.xsd,DLCAAAAAIAAAAAAACHJALOJADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\Initial_Run.PIXCounterset,EABFAAAAIAAAAAAAPCEJGFMPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\IO_Pass.PIXCounterset,POAFAAAAIAAAAAAAEPKMGHMPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\MeshConvert.exe,FICFABAAIAAAAAAAMLEILBCAHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\PIXAdmin.exe,EIDNABAAIAAAAAAAMLEILBCAHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\PIXHelper.dll,FIGBBHAAIAAAAAAAOLKMCCDLHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\PIXWin.exe,EIJFCBAAIAAAAAAAMLMKINDLHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\Resource_Usage.PIXCounterset,APBGAAAAIAAAAAAAEPKMGHMPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\texconv.exe,EIMFAAAAIAAAAAAAKLLGDKBMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\texconv10.exe,EIMDAAAAIAAAAAAAKABBKBBMHPKGMJABBKAAAJAAAAAADGAG
o,J:\Program Files\DXSDK\Utilities\bin\x86\TxView.dll,EIMFAAAAIAAAAAAAAKBIDNBMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\xWMAEncode.exe,FIFJAKAAIAAAAAAAELHKKODGHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\Xact3.exe,EINHDHAAIAAAAAAAKLDNEHDOHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\XactBld3.exe,EICFBGAAIAAAAAAACLPFDADLHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\XactInterop3.dll,FIOBCEAAIAAAAAAACLPCOGDMHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\XAudConsole3.exe,EIGJAMAAIAAAAAAAKLIAMODHHPKGMJABBKAAAJAAAAAADGAG
f,J:\Program Files\DXSDK\Utilities\bin\x86\Microsoft XNA Test Tools\setup.exe,EIDHAHAAIAAAAAAAGCPCBGCCHPKGMJABAAAAAJAAABAAAJHI
f,J:\Program Files\DXSDK\Utilities\bin\x86\Microsoft XNA Test Tools\MicrosoftXNATestTools.msi,AAKGBPAAIAAAAAAAOAGBCKDEHPKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\CERO.rs,AANIAAAAIAAAAAAADHELPBMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\CERO.rs.mui,AABCAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\ESRB.rs,AAMKAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\ESRB.rs.mui,AADOAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\grb.rs,AAECAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\grb.rs.mui,AAAOAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\OFLC.rs,AAFMAAAAIAAAAAAAAHHBBHMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\OFLC.rs.mui,AAAOAAAAIAAAAAAAAHHBBHMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\pegi-fi.rs,AAFAAAAAIAAAAAAAAHHBBHMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\pegi-fi.rs.mui,AABAAAAAIAAAAAAAAHHBBHMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\pegi-pt.rs,AAFAAAAAIAAAAAAABOJIBOMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\pegi-pt.rs.mui,AABAAAAAIAAAAAAABOJIBOMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\PEGI.rs,AAJCAAAAIAAAAAAABOJIBOMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\PEGI.rs.mui,AABAAAAAIAAAAAAABOJIBOMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\PEGIBBFC.rs,AANCAAAAIAAAAAAANIFMCDMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\PEGIBBFC.rs.mui,AABCAAAAIAAAAAAANIFMCDMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\USK.rs,AAHKAAAAIAAAAAAAJBFLECMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\USK.rs.mui,AAAOAAAAIAAAAAAAJBFLECMGDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\CSRR.rs,AABOAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\bin\x86\RatingSystems\CSRR.rs.mui,AAAMAAAAIAAAAAAAJEKNPDMFDHIDMJABAAAAABAAABAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\directx.ico,HOGCAAAACAAAAAAABCDJDCMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\dxerr.cpp,NACLAAAACAAAAAAABCDJDCMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\dxerr.jpg,BBCOAAAACAAAAAAABCDJDCMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\DXErr.manifest,INACAAAACAAAAAAABCDJDCMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\DXErr.rc,AMAPAAAACAAAAAAAGMGMOOFNHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\dxerr_2005.sln,GKADAAAACAAAAAAAGPJLDEMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\dxerr_2005.vcproj,EMBFAAAACAAAAAAAGPJLDEMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\dxerr_2008.sln,GLADAAAACAAAAAAAMMPNDGMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\DXErr_2008.vcproj,IMBFAAAACAAAAAAAMMPNDGMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\makefile.x64,LDBCAAAACAAAAAAAMMPNDGMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxerr\resource.h,BEAEAAAACAAAAAAAMMPNDGMADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\ChildFrm.cpp,JOAKAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\ChildFrm.h,EIAGAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dds.h,KKAPAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
